Entry,Entry name,Status,Protein names,Gene names,Organism,Length,EC number,Function [CC],Enzyme regulation
H6BLR9,H6BLR9_EXODN,unreviewed,D-amino-acid oxidase,HMPREF1120_01111,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),421,,,
H6BNH1,H6BNH1_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_00456,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1101,,,
H6BNL2,H6BNL2_EXODN,unreviewed,Elongation factor EF-2,HMPREF1120_01395,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1096,,,
H6BPB7,H6BPB7_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_01761,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),150,,,
H6BPH2,H6BPH2_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_02600,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),159,,,
H6BQE4,H6BQE4_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_02705,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),134,,,
H6BS64,H6BS64_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_02295,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),440,,,
H6BSJ6,H6BSJ6_EXODN,unreviewed,Protein-serine/threonine kinase,HMPREF1120_02377,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),679,,,
H6BTD8,H6BTD8_EXODN,unreviewed,LAT family L-amino acid transporter,HMPREF1120_02505,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),600,,,
H6BW83,H6BW83_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03333,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),324,,,
H6BWG2,H6BWG2_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03353,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),282,,,
H6BXB5,H6BXB5_EXODN,unreviewed,Acyl-coenzyme A oxidase,HMPREF1120_04307,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),701,,,
H6BXU7,H6BXU7_EXODN,unreviewed,Choline dehydrogenase,HMPREF1120_05471,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),613,,,
H6BYR8,H6BYR8_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_04847,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),337,,,
H6BZA9,H6BZA9_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_05029,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),748,,,
H6C031,H6C031_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_05228,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),897,,,
H6C0Z5,H6C0Z5_EXODN,unreviewed,ATP dependent RNA helicase; variant,HMPREF1120_05374,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),588,,,
H6C116,H6C116_EXODN,unreviewed,Poly(A) polymerase,HMPREF1120_04568,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),611,,,
H6C2P4,H6C2P4_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_05982,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),571,,,
H6C309,H6C309_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_06042,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),424,,,
H6C4A2,H6C4A2_EXODN,unreviewed,Autophagy-related protein,HMPREF1120_06448,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),559,,FUNCTION: Vacuolar effluxer which mediate the efflux of amino acids resulting from autophagic degradation. The release of autophagic amino acids allows the maintenance of protein synthesis and viability during nitrogen starvation. {ECO:0000256|RuleBase:RU363073}.,
H6C523,H6C523_EXODN,unreviewed,DNA repair protein RAD50,HMPREF1120_06926,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),613,,,
H6C591,H6C591_EXODN,unreviewed,MFS transporter; DHA1 family; multidrug resistance protein,HMPREF1120_07785,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),611,,,
H6C5H2,H6C5H2_EXODN,unreviewed,Sterol-4alpha-carboxylate 3-dehydrogenase (Decarboxylating),HMPREF1120_07810,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),439,,,
H6C690,H6C690_EXODN,unreviewed,Acyl-CoA thioester hydrolase,HMPREF1120_07229,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),459,,,
H6C6X2,H6C6X2_EXODN,unreviewed,Tubulin binding cofactor A,HMPREF1120_07456,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),119,,,
H6C7J8,H6C7J8_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_07677,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),998,,,
H6C7Y4,H6C7Y4_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08181,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),591,,,
H6C8A4,H6C8A4_EXODN,unreviewed,Molecular chaperone GrpE,HMPREF1120_08297,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),267,,,
H6C8G1,H6C8G1_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08352,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),174,,,
H6C9D9,H6C9D9_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08658,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),146,,,
H6CBL4,H6CBL4_EXODN,unreviewed,3-carboxy-cis;cis-muconate cycloisomerase,HMPREF1120_09097,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),453,,,
H6BKW4,H6BKW4_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_00957,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),684,,,
H6BMX7,H6BMX7_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_01300,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),537,,,
H6BSD2,H6BSD2_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_01532,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),824,,,
H6BV25,H6BV25_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03930,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),264,,,
H6BW24,H6BW24_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_04101,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1155,,,
H6BXP3,H6BXP3_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_04648,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),111,,,
H6CBR1,H6CBR1_EXODN,unreviewed,Beta-mannosidase,HMPREF1120_09144,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),858,,,
H6BPZ4,H6BPZ4_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_01902,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),486,,,
H6BSB4,H6BSB4_EXODN,unreviewed,3-oxoacyl-[acyl-carrier protein] reductase,HMPREF1120_01514,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),267,,,
H6BVJ8,H6BVJ8_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03213,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1155,,,
H6C3P0,H6C3P0_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_06267,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),492,,,
H6C7Y9,H6C7Y9_EXODN,unreviewed,Protein-tyrosine phosphatase,HMPREF1120_08185,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),437,,,
H6BMR2,H6BMR2_EXODN,unreviewed,Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase,HMPREF1120_00309,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),439,,,
H6BNT0,H6BNT0_EXODN,unreviewed,Citrate synthase,HMPREF1120_00479,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),466,,,
H6BTS9,H6BTS9_EXODN,unreviewed,Golgi SNAP receptor complex member 1,HMPREF1120_03640,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),225,,FUNCTION: Involved in transport from the ER to the Golgi apparatus as well as in intra-Golgi transport. It belongs to a super-family of proteins called t-SNAREs or soluble NSF (N-ethylmaleimide-sensitive factor) attachment protein receptor. {ECO:0000256|PIRNR:PIRNR027109}.,
H6BWJ6,H6BWJ6_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03387,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),438,,,
H6BKM5,H6BKM5_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_00868,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),177,,,
H6BMH3,H6BMH3_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_00274,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),211,,,
H6BPG0,H6BPG0_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_02588,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),131,,,
H6BQ81,H6BQ81_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_01935,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),593,,,
H6BQY8,H6BQY8_EXODN,unreviewed,40S ribosomal protein S4,HMPREF1120_02790,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),264,,,
H6BT17,H6BT17_EXODN,unreviewed,Ribonuclease T1,HMPREF1120_01658,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),169,,,
H6BV17,H6BV17_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03922,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),135,,,
H6C6J0,H6C6J0_EXODN,unreviewed,Phospholipase D,HMPREF1120_07328,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1226,,,
H6C261,H6C261_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_06697,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),768,,,
H6C898,H6C898_EXODN,unreviewed,Peptidylprolyl isomerase,HMPREF1120_08291,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),158,,,
H6C3V0,H6C3V0_EXODN,unreviewed,Dihydrolipoyl dehydrogenase (EC 1.8.1.4),HMPREF1120_06327,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),516,1.8.1.4,,
H6BR20,H6BR20_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_02822,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),195,,,
H6BTJ4,H6BTJ4_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03558,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),253,,,
H6BVC5,H6BVC5_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03971,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1221,,,
H6C5M8,H6C5M8_EXODN,unreviewed,Glutathione S-transferase,HMPREF1120_07024,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),237,,,
H6C7R6,H6C7R6_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_07691,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),157,,,
H6CA01,H6CA01_EXODN,unreviewed,NADH dehydrogenase,HMPREF1120_08756,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),142,,,
H6BMH6,H6BMH6_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_00277,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),602,,,
H6BRS4,H6BRS4_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_02203,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),377,,,
H6BSF4,H6BSF4_EXODN,unreviewed,Long-chain fatty-acid-CoA ligase,HMPREF1120_01554,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),702,,,
H6BT19,H6BT19_EXODN,unreviewed,Transcription initiation protein SPT3,HMPREF1120_01660,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),321,,,
H6BXT6,H6BXT6_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_05462,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),111,,,
H6C0M4,H6C0M4_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_05310,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),281,,,
H6BLV9,H6BLV9_EXODN,unreviewed,4-carboxymuconolactone decarboxylase,HMPREF1120_00171,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),161,,,
H6BPQ2,H6BPQ2_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_01841,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),160,,,
H6BU27,H6BU27_EXODN,unreviewed,Dihydroflavonol-4-reductase; variant,HMPREF1120_03734,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),296,,,
H6C198,H6C198_EXODN,unreviewed,Dihydroflavonol-4-reductase,HMPREF1120_05420,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),475,,,
H6C526,H6C526_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_06929,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),317,,,
H6CAA3,H6CAA3_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08039,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),525,,,
H6BT53,H6BT53_EXODN,unreviewed,Carboxymethylenebutenolidase,HMPREF1120_02473,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),236,,,
H6BTZ5,H6BTZ5_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03704,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1292,,,
H6BYW3,H6BYW3_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_04891,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),372,,,
H6C2I9,H6C2I9_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_06770,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1583,,,
H6C6X9,H6C6X9_EXODN,unreviewed,Ras family; other,HMPREF1120_07463,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),241,,,
H6C909,H6C909_EXODN,unreviewed,Oxygen oxidoreductase,HMPREF1120_08541,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),443,,,
H6BMW9,H6BMW9_EXODN,unreviewed,Alpha 1;2-mannosyltransferase,HMPREF1120_01292,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),519,,,
H6BP70,H6BP70_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_01714,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),240,,,
H6BW19,H6BW19_EXODN,unreviewed,MFS transporter; DHA2 family; multidrug resistance protein,HMPREF1120_04098,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),596,,,
H6BYH9,H6BYH9_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_05589,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),490,,,
H6BYI5,H6BYI5_EXODN,unreviewed,L-fuculose-phosphate aldolase,HMPREF1120_05595,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),289,,,
H6BTA5,H6BTA5_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_01692,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),141,,,
H6C5F6,H6C5F6_EXODN,unreviewed,Adenosinetriphosphatase,HMPREF1120_07796,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),991,,,
H6BMW8,H6BMW8_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_01291,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),2078,,,
H6BPI0,H6BPI0_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_01771,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),338,,,
H6BRC5,H6BRC5_EXODN,unreviewed,Adenosinetriphosphatase,HMPREF1120_02871,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1904,,,
H6C5S7,H6C5S7_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_07072,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),567,,,
